,inputs,preds,golds
665,modern2poem: 连 父 母 也 不 能 孝 顺 服 侍 ，,generated:,"父 母 且 不 顾 ，
"
666,modern2poem: 风 急 天 高 猿 猴 啼 叫 显 得 十 分 悲 哀 ， 水 清 沙 白 的 河 洲 上 有 鸟 儿 在 盘 旋 。,generated:,"风 急 天 高 猿 啸 哀 ， 渚 清 沙 白 鸟 飞 回 。
"
667,modern2poem: 泪 水 湿 透 了 罗 巾 无 法 入 睡 好 梦 难 成 ，,generated:,"泪 湿 罗 巾 梦 不 成 ，
"
668,modern2poem: 当 年 象 后 羿 飞 箭 射 雀 无 目 ，,generated:,"昔 时 飞 箭 无 全 目 ，
"
669,modern2poem: 一 群 寻 巢 乌 鹊 向 南 飞 去 。,generated:,"乌 鹊 南 飞 。
"
670,modern2poem: 风 和 日 丽 游 春 在 泗 水 之 滨 ， 无 边 无 际 的 风 光 焕 然 一 新 。,generated:,"胜 日 寻 芳 泗 水 滨 ， 无 边 光 景 一 时 新 。
"
671,modern2poem: 兄 弟 姐 妹 都 因 她 列 土 封 侯 ， 杨 家 门 户 生 光 彩 令 人 羡 慕 又 向 往 。,generated:,"姊 妹 弟 兄 皆 列 土 ， 可 怜 光 彩 生 门 户 。
"
672,modern2poem: 他 不 知 道 怎 么 掩 藏 踪 迹 ，,generated:,"不 解 藏 踪 迹 ，
"
673,modern2poem: 其 后 为 臣 宾 于 虞 ，,generated:,"邈 焉 虞 宾 ，
"
674,modern2poem: 最 可 爱 的 是 ， 有 盏 照 亮 心 田 的 佛 灯 ； 航 行 万 里 ， 眼 中 永 远 都 是 灿 烂 光 明 。,generated:,"惟 怜 一 灯 影 ， 万 里 眼 中 明 。
"
675,modern2poem: 水 清 沙 白 的 河 洲 上 有 鸟 儿 在 盘 旋 。,generated:,"渚 清 沙 白 鸟 飞 回 。
"
676,modern2poem: 竹 子 抓 住 青 山 一 点 也 不 放 松 ，,generated:,"咬 定 青 山 不 放 松 ，
"
677,modern2poem: 急 风 胡 乱 地 掀 动 水 中 的 荷 花 ，,generated:,"惊 风 乱 飐 芙 蓉 水 ，
"
678,modern2poem: 汉 江 流 经 楚 塞 又 折 入 三 湘 ， 西 起 荆 门 往 东 与 九 江 相 通 。,generated:,"楚 塞 三 湘 接 ， 荆 门 九 派 通 。
"
679,modern2poem: 莲 叶 轻 摇 想 是 上 游 荡 下 轻 舟 。,generated:,"莲 动 下 渔 舟 。
"
680,modern2poem: 吊 影 伤 情 好 像 离 群 孤 雁 ，,generated:,"吊 影 分 为 千 里 雁 ，
"
681,modern2poem: 可 叹 蜀 后 主 刘 禅 那 样 的 昏 君 ， 仍 然 在 祠 庙 中 享 受 祭 祀 ， 黄 昏 的 时 候 我 也 姑 且 吟 诵 那 《 梁 甫 吟 》 。,generated:,"可 怜 后 主 还 祠 庙 ， 日 暮 聊 为 《 梁 甫 吟 》 。
"
682,modern2poem: 怎 堪 忍 受 正 当 玄 鬓 盛 年 的 好 时 光 ，,generated:,"不 堪 玄 鬓 影 ，
"
683,modern2poem: 隔 山 隔 水 已 度 过 多 少 年 。,generated:,"几 度 隔 山 川 。
"
684,modern2poem: 水 寒 刺 骨 秋 风 如 剑 如 刀 。,generated:,"水 寒 风 似 刀 。
"
685,modern2poem: 庭 院 内 没 有 那 尘 杂 干 扰 ，,generated:,"户 庭 无 尘 杂 ，
"
686,modern2poem: 这 位 姑 娘 要 出 嫁 ，,generated:诗歌 此 姑 娘 要 出嫁 。,"之 子 于 归 ，
"
687,modern2poem: 自 从 河 南 地 区 经 历 战 乱 ， 关 内 一 带 漕 运 受 阻 致 使 饥 荒 四 起 ， 我 们 兄 弟 也 因 此 流 离 失 散 ， 各 自 在 一 处 。,generated:,"自 河 南 经 乱 ， 关 内 阻 饥 ， 兄 弟 离 散 ， 各 在 一 处 。
"
688,modern2poem: 君 王 从 此 再 也 不 早 朝 了 。,generated:,"从 此 君 王 不 早 朝 。
"
689,modern2poem: 衣 衫 被 沾 湿 并 不 可 惜 ． 只 希 望 不 违 背 我 归 耕 田 园 的 心 意 。,generated:,"衣 沾 不 足 惜 ， 但 使 愿 无 违 。
"
690,modern2poem: 你 与 沉 冤 的 屈 子 同 命 运 ， 应 投 诗 于 汨 罗 江 诉 说 冤 屈 与 不 平 。,generated:,"应 共 冤 魂 语 ， 投 诗 赠 汨 罗 。
"
691,modern2poem: 后 宫 中 妃 嫔 不 下 三 千 人 ，,generated:,"后 宫 佳 丽 三 千 人 ，
"
692,modern2poem: 昭 阳 殿 下 响 起 捣 衣 声 声 。,generated:,"昭 阳 殿 下 捣 衣 声 。
"
693,modern2poem: 玄 宗 返 回 长 安 杨 贵 妃 早 已 死 ， 旧 时 恩 爱 难 忘 国 家 开 始 振 兴 。,generated:,"玄 宗 回 马 杨 妃 死 ， 云 雨 难 忘 日 月 新 。
"
694,modern2poem: 远 看 高 山 色 彩 明 亮 ， 走 近 一 听 水 却 没 有 声 音 。,generated:,"远 看 山 有 色 ， 近 听 水 无 声 。
"
695,modern2poem: 她 宛 转 地 拒 绝 了 太 守 的 纠 缠 ， 说 ： 蚕 儿 已 饥 ， 我 该 赶 快 回 去 了 ， 太 守 大 人 ， 且 莫 在 此 耽 搁 您 宝 斑 的 时 间 了 。,"generated:『我 我 我, 我, 我, 我, 我, 我, 我, 我, 我, 我, 。","蚕 饥 妾 欲 去 ， 五 马 莫 留 连 。
"
696,modern2poem: 兰 舟 上 的 采 莲 女 把 湖 上 的 荷 花 采 下 来 送 给 游 人 ， 在 细 雨 斜 风 里 ， 她 们 头 上 的 翠 翘 被 打 湿 。,generated:,"献 花 游 女 木 兰 桡 ， 细 雨 斜 风 湿 翠 翘 。
"
697,modern2poem: 聚 首 如 胶 似 漆 作 别 却 象 无 情 ； 只 觉 得 酒 筵 上 要 笑 笑 不 出 声 。,generated:,"多 情 却 似 总 无 情 ， 唯 觉 樽 前 笑 不 成 。
"
698,modern2poem: 未 免 跪 地 挨 打 有 苦 向 谁 说 。,generated:,"未 免 捶 楚 尘 埃 间 。
"
699,modern2poem: 这 里 只 有 满 天 枫 叶 飘 落 纷 纷 。,generated:,"枫 叶 落 纷 纷 。
"
700,modern2poem: 白 云 依 偎 安 静 沙 洲 ， 春 草 环 绕 道 院 闲 门 。,generated:,"白 云 依 静 渚 ， 春 草 闭 闲 门 。
"
701,modern2poem: 太 真 听 说 君 王 的 使 者 到 了 ，,generated:,"闻 道 汉 家 天 子 使 ，
"
702,modern2poem: 然 而 社 会 政 局 毫 无 生 气 终 究 是 一 种 悲 哀 。,generated:,"万 马 齐 喑 究 可 哀 。
"
703,modern2poem: 我 坐 在 窗 前 ， 可 以 望 见 西 岭 上 堆 积 着 终 年 不 化 的 积 雪 ， 门 前 停 泊 着 自 万 里 外 的 东 吴 远 行 而 来 的 船 只 。,generated:,"窗 含 西 岭 千 秋 雪 ， 门 泊 东 吴 万 里 船 。
"
704,modern2poem: 身 体 想 要 奋 飞 疾 病 逼 我 卧 床 。,generated:,"身 欲 奋 飞 病 在 床 。
"
705,modern2poem: 温 和 而 又 恭 顺 ， 为 人 谨 慎 善 良 。,generated:,"终 温 且 惠 ， 淑 慎 其 身 。
"
706,modern2poem: 此 夜 投 宿 佛 寺 住 在 高 阁 上 ， 星 月 交 辉 掩 映 山 间 雾 朦 胧 。,generated:,"夜 投 佛 寺 上 高 阁 ， 星 月 掩 映 云 曈 昽 。
"
707,modern2poem: 我 家 是 住 在 建 康 的 横 塘 。,generated:,"妾 住 在 横 塘 。
"
708,modern2poem: 游 子 像 一 片 白 云 缓 缓 地 离 去 ，,generated:,"白 云 一 片 去 悠 悠 ，
"
709,modern2poem: 灯 火 照 耀 着 西 宫 知 道 是 在 夜 饮 ，,generated:,"火 照 西 宫 知 夜 饮 ，
"
710,modern2poem: 只 有 狂 雷 炸 响 般 的 巨 大 力 量 才 能 使 中 国 大 地 发 出 勃 勃 生 机 ， 然 而 社 会 政 局 毫 无 生 气 终 究 是 一 种 悲 哀 。,generated:,"九 州 生 气 恃 风 雷 ， 万 马 齐 喑 究 可 哀 。
"
711,modern2poem: 边 疆 无 数 士 兵 流 血 形 成 了 海 水 ， 武 皇 开 拓 边 疆 的 念 头 还 没 停 止 。,generated:,"边 庭 流 血 成 海 水 ， 武 皇 开 边 意 未 已 。
"
712,modern2poem: 昨 晚 听 到 了 小 雨 淅 淅 淅 沥 沥 落 下 的 声 音 ，,generated:,"昨 夜 一 霎 雨 ，
"
713,modern2poem: 独 自 吟 诵 白 头 吟 这 么 哀 怨 的 诗 行 。,generated:,"来 对 白 头 吟 。
"
714,modern2poem: 来 来 往 往 张 眼 望 啊 ，,generated:,"挑 兮 达 兮 ，
"
715,modern2poem: 处 死 杨 妃 也 是 玄 宗 英 明 决 策 ， 不 然 就 会 步 陈 后 主 亡 国 后 尘 。,generated:,"终 是 圣 明 天 子 事 ， 景 阳 宫 井 又 何 人 。
"
716,modern2poem: 半 亩 大 的 方 形 池 塘 像 一 面 镜 子 一 样 打 开 ， 清 澈 明 净 ， 天 光 、 云 影 在 水 面 上 闪 耀 浮 动 。,generated:,"半 亩 方 塘 一 鉴 开 ， 天 光 云 影 共 徘 徊 。
"
717,modern2poem: 柏 树 高 耸 云 雾 飘 来 气 接 巫 峡 ， 月 出 寒 光 高 照 寒 气 直 通 岷 山 。,generated:,"云 来 气 接 巫 峡 长 ， 月 出 寒 通 雪 山 白 。
"
718,modern2poem: 佛 经 真 谛 世 人 并 无 领 悟 ， 荒 诞 之 事 却 为 人 们 追 逐 。,generated:,"真 源 了 无 取 ， 妄 迹 世 所 逐 。
"
719,modern2poem: 晚 上 身 染 御 炉 的 香 气 回 归 。,generated:,"暮 惹 御 香 归 。
"
720,modern2poem: 鹦 鹉 洲 上 有 一 片 碧 绿 的 芳 草 覆 盖 。,generated:,"芳 草 萋 萋 鹦 鹉 洲 。
"
721,modern2poem: 我 虽 然 很 喜 爱 这 首 古 时 的 曲 调 ， 但 在 今 天 人 们 大 多 已 不 去 弹 奏 了 。,generated:,"古 调 虽 自 爱 ， 今 人 多 不 弹 。
"
722,modern2poem: 由 此 开 始 得 到 皇 帝 的 恩 宠 。,generated:,"始 是 新 承 恩 泽 时 。
"
723,modern2poem: 长 安 城 内 一 片 月 光 ， 千 户 万 户 都 在 捣 衣 。,generated:,"长 安 一 片 月 ， 万 户 捣 衣 声 。
"
724,modern2poem: 哀 鸣 的 胡 雁 夜 夜 从 空 中 飞 过 ，,generated:,"胡 雁 哀 鸣 夜 夜 飞 ，
"
725,modern2poem: 如 今 回 来 路 途 中 ， 大 雪 纷 纷 满 天 飞 。,generated:,"今 我 来 思 ， 雨 雪 霏 霏 。
"
726,modern2poem: 饥 渴 交 加 实 在 难 忍 。,generated:,"载 饥 载 渴 。
"
727,modern2poem: 听 说 你 怀 有 二 心 ， 所 以 来 与 你 决 裂 。,generated:,"闻 君 有 两 意 ， 故 来 相 决 绝 。
"
728,modern2poem: 譬 如 河 宗 献 宝 之 后 穆 王 归 天 ，,generated:,"自 从 献 宝 朝 河 宗 ，
"
729,modern2poem: 这 位 姑 娘 要 出 嫁 ， 喜 气 洋 洋 归 夫 家 。,generated:,"之 子 于 归 ， 宜 其 室 家 。
"
730,modern2poem: 何 处 去 寻 找 武 侯 诸 葛 亮 的 祠 堂 ？ 在 成 都 城 外 那 柏 树 茂 密 的 地 方 。,generated:,"丞 相 祠 堂 何 处 寻 ， 锦 官 城 外 柏 森 森 。
"
731,modern2poem: 丁 大 约 定 今 晚 来 寺 住 宿 ， 独 自 抚 琴 站 在 山 路 等 你 。,generated:,"之 子 期 宿 来 ， 孤 琴 候 萝 径 。
"
732,modern2poem: 月 光 明 亮 星 光 稀 疏 ，,generated:,"月 明 星 稀 ，
"
733,modern2poem: 吊 影 伤 情 好 像 离 群 孤 雁 ， 漂 泊 无 踪 如 断 根 的 秋 蓬 。,generated:,"吊 影 分 为 千 里 雁 ， 辞 根 散 作 九 秋 蓬 。
"
734,modern2poem: 远 处 雪 岭 那 边 朝 廷 的 使 臣 还 稽 留 天 外 未 归 ， 近 处 松 州 一 带 也 还 驻 扎 着 朝 廷 的 军 队 。,generated:,"雪 岭 未 归 天 外 使 ， 松 州 犹 驻 殿 前 军 。
"
735,modern2poem: 清 澈 的 川 水 环 绕 一 片 草 木 ， 驾 车 马 徐 徐 而 去 从 容 悠 闲 。,generated:,"清 川 带 长 薄 ， 车 马 去 闲 闲 。
"
736,modern2poem: 世 事 渺 茫 自 我 的 命 运 怎 能 预 料 ，,generated:,"世 事 茫 茫 难 自 料 ，
"
737,modern2poem: 薇 菜 的 茎 叶 变 老 了 。,generated:,"薇 亦 刚 止 。
"
738,modern2poem: 登 高 远 望 天 地 间 壮 观 景 象 ， 大 江 悠 悠 东 流 去 永 不 回 还 。,generated:,"登 高 壮 观 天 地 间 ， 大 江 茫 茫 去 不 还 。
"
739,modern2poem: 原 先 她 是 越 溪 的 一 个 浣 纱 女 ， 后 来 却 成 了 吴 王 宫 里 的 爱 妃 。,generated:,"朝 为 越 溪 女 ， 暮 作 吴 宫 妃 。
"
740,modern2poem: 家 业 在 灾 年 中 荡 然 一 空 ，,generated:,"时 难 年 荒 世 业 空 ，
"
741,modern2poem: 欢 腾 的 擂 鼓 声 震 动 了 周 围 的 山 川 。,generated:,"雷 鼓 动 山 川 。
"
742,modern2poem: 此 次 离 别 不 知 你 们 心 绪 何 如 ，,generated:,"嗟 君 此 别 意 何 如 ，
"
743,modern2poem: 每 逢 节 令 仍 举 行 隆 重 的 祭 祀 。,generated:,"岁 时 伏 腊 走 村 翁 。
"
744,modern2poem: 流 放 岭 南 与 亲 人 断 绝 了 音 信 ，,generated:,"岭 外 音 书 断 ，
"
745,modern2poem: 那 美 丽 贤 淑 的 女 子 ，,generated:,"窈 窕 淑 女 ，
"
746,modern2poem: 将 帅 们 坐 在 车 上 ，,generated:,"君 子 所 依 ，
"
747,modern2poem: 出 征 将 士 很 少 能 够 生 还 。,generated:,"不 见 有 人 还 。
"
748,modern2poem: 离 别 后 如 浮 云 飘 流 不 定 ， 岁 月 如 流 水 一 晃 过 十 年 。,generated:,"浮 云 一 别 后 ， 流 水 十 年 间 。
"
749,modern2poem: 心 怀 忧 虑 啊 又 何 忍 一 走 了 之 ，,generated:,"忧 来 其 如 何 ？
"
750,modern2poem: 宫 女 搀 扶 起 她 如 出 水 芙 蓉 软 弱 娉 婷 ，,generated:,"侍 儿 扶 起 娇 无 力 ，
"
751,modern2poem: 它 的 根 牢 牢 地 扎 在 岩 石 缝 中 。,generated:,"立 根 原 在 破 岩 中 。
"
752,modern2poem: 宦 官 骑 马 飞 驰 不 敢 扬 起 灰 尘 ，,generated:,"黄 门 飞 鞚 不 动 尘 ，
"
753,modern2poem: 隔 着 篱 笆 唤 来 喝 尽 余 杯 ！,generated:,"隔 篱 呼 取 尽 馀 杯 。
"
754,modern2poem: 密 雨 斜 打 在 长 满 薜 荔 的 墙 上 。,generated:,"密 雨 斜 侵 薜 荔 墙 。
"
755,modern2poem: 你 说 因 为 生 活 不 得 意 ，,generated:,"君 言 不 得 意 ，
"
756,modern2poem: 零 丁 洋 身 陷 元 虏 可 叹 我 孤 苦 零 丁 。,generated:,"零 丁 洋 里 叹 零 丁 。
"
757,modern2poem: 贾 谊 被 贬 在 此 地 居 住 三 年 ，,generated:,"三 年 谪 宦 此 栖 迟 ，
"
758,modern2poem: 豆 苗 采 了 又 采 ，,generated:,"采 薇 采 薇 ，
"
759,modern2poem: 想 在 山 中 找 个 人 家 去 投 宿 ， 隔 水 询 问 那 樵 夫 可 否 方 便 ？,generated:,"欲 投 人 处 宿 ， 隔 水 问 樵 夫 。
"
760,modern2poem: 到 底 是 西 湖 六 月 天 的 景 色 ，,generated:,"毕 竟 西 湖 六 月 中 ，
"
761,modern2poem: 人 黄 昏 时 ， 胡 骑 扬 起 满 城 的 尘 土 ， 我 想 去 城 南 ， 却 望 着 城 北 。,generated:,"黄 昏 胡 骑 尘 满 城 ， 欲 往 城 南 望 城 北 。
"
762,modern2poem: 唯 独 我 没 有 出 路 。,generated:,"我 独 不 得 出 。
"
763,modern2poem: 为 你 取 名 叫 做 俨 ，,generated:,"名 汝 曰 俨 ，
"
764,modern2poem: 它 还 表 现 为 宁 死 不 降 的 严 将 军 的 头 ， 表 现 为 拼 死 抵 抗 的 嵇 侍 中 的 血 。,generated:,"为 严 将 军 头 ， 为 嵇 侍 中 血 。
"
765,modern2poem: 天 上 万 里 黄 云 变 动 着 风 色 ，,generated:,"黄 云 万 里 动 风 色 ，
"
766,modern2poem: 黄 叶 已 经 衰 枯 ， 风 雨 仍 在 摧 毁 ， 豪 门 贵 族 的 高 楼 里 ， 阔 人 们 正 在 轻 歌 曼 舞 ， 演 奏 着 急 管 繁 弦 。,generated:,"黄 叶 仍 风 雨 ， 青 楼 自 管 弦 。
"
767,modern2poem: 各 山 间 山 谷 迥 异 阴 晴 多 变 。,generated:,"阴 晴 众 壑 殊 。
"
768,modern2poem: 惶 恐 滩 的 惨 败 让 我 至 今 依 然 惶 恐 ，,generated:,"惶 恐 滩 头 说 惶 恐 ，
"
769,modern2poem: 昨 天 夜 里 我 们 还 在 月 色 中 同 行 。,generated:,"昨 夜 月 同 行 。
"
770,modern2poem: 为 你 取 字 叫 求 思 。,generated:,"字 汝 求 思 。
"
771,modern2poem: 狭 窄 的 山 径 草 木 丛 生 ，,generated:,"道 狭 草 木 长 ，
"
772,modern2poem: 书 写 数 张 还 可 换 回 一 群 白 鹅 。,generated:,"数 纸 尚 可 博 白 鹅 。
"
773,modern2poem: 织 女 正 摆 动 柔 长 洁 白 的 双 手 ， 织 布 机 札 札 不 停 地 响 个 不 停 。,generated:,"纤 纤 擢 素 手 ， 札 札 弄 机 杼 。
"
774,modern2poem: 巫 峡 猿 猴 悲 啼 令 人 伤 心 流 泪 ， 衡 阳 的 归 雁 会 为 我 捎 来 回 书 。,generated:,"巫 峡 啼 猿 数 行 泪 ， 衡 阳 归 雁 几 封 书 。
"
775,modern2poem: 昨 天 夜 里 梦 见 花 落 闲 潭 ，,generated:,"昨 夜 闲 潭 梦 落 花 ，
"
776,modern2poem: 掀 开 窗 帘 玩 赏 那 初 升 的 玉 兔 。,generated:,"开 帷 月 初 吐 。
"
777,modern2poem: 你 难 道 没 有 看 见 吗 ？ 那 黄 河 之 水 犹 如 从 天 上 倾 泻 而 来 ， 波 涛 翻 滚 直 奔 东 海 从 来 不 会 再 往 回 流 。,"generated:《你 难 不,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","君 不 见 ， 黄 河 之 水 天 上 来 ， 奔 流 到 海 不 复 回 。
"
778,modern2poem: 秋 天 景 色 引 起 我 的 乡 思 。,generated:,"秋 日 望 乡 心 。
"
779,modern2poem: 红 旗 冻 僵 了 风 也 无 法 牵 引 。,generated:,"风 掣 红 旗 冻 不 翻 。
"
780,modern2poem: 清 风 吹 开 云 雾 月 光 放 清 波 。,generated:,"清 风 吹 空 月 舒 波 。
"
781,modern2poem: 到 底 是 西 湖 六 月 天 的 景 色 ， 风 光 与 其 它 季 节 确 实 不 同 。,generated:,"毕 竟 西 湖 六 月 中 ， 风 光 不 与 四 时 同 。
"
782,modern2poem: 问 客 人 为 什 么 来 ，,generated:,"问 客 何 为 来 ，
"
783,modern2poem: 大 江 悠 悠 东 流 去 永 不 回 还 。,generated:,"大 江 茫 茫 去 不 还 。
"
784,modern2poem: 等 候 着 你 的 孤 舟 从 天 涯 回 还 。,generated:,"天 涯 孤 棹 还 。
"
785,modern2poem: 江 面 上 传 来 马 的 嘶 鸣 看 船 归 ， 柳 荫 下 的 人 们 等 待 着 船 靠 岸 。,generated:,"波 上 马 嘶 看 棹 去 ， 柳 边 人 歇 待 船 归 。
"
786,modern2poem: 宝 塔 宛 如 平 地 涌 出 ，,generated:,"塔 势 如 涌 出 ，
"
787,modern2poem: 兄 弟 分 散 各 自 你 西 我 东 。,generated:,"弟 兄 羁 旅 各 西 东 。
"
788,modern2poem: 看 死 亡 就 好 像 回 归 故 里 。,generated:,"视 死 忽 如 归 ！
"
789,modern2poem: 那 墙 角 的 几 枝 梅 花 ，,generated:,"墙 角 数 枝 梅 ，
"
790,modern2poem: 微 风 吹 拂 着 清 香 四 溢 的 兰 杜 。,generated:,"微 风 吹 兰 杜 。
"
791,modern2poem: 我 也 想 要 谢 绝 世 俗 ，,generated:,"余 亦 谢 时 去 ，
"
792,modern2poem: 它 还 表 现 为 宁 死 不 降 的 严 将 军 的 头 ，,generated:,"为 严 将 军 头 ，
"
793,modern2poem: 惶 恐 滩 的 惨 败 让 我 至 今 依 然 惶 恐 ， 零 丁 洋 身 陷 元 虏 可 叹 我 孤 苦 零 丁 。,generated:,"惶 恐 滩 头 说 惶 恐 ， 零 丁 洋 里 叹 零 丁 。
"
794,modern2poem: 微 风 吹 拂 着 江 岸 的 细 草 ，,generated:,"细 草 微 风 岸 ，
"
795,modern2poem: 秀 美 的 庐 山 挺 拔 在 南 斗 旁 ， 九 叠 云 屏 像 锦 绣 云 霞 铺 张 。,generated:,"庐 山 秀 出 南 斗 傍 ， 屏 风 九 叠 云 锦 张 。
"
796,modern2poem: 织 锦 回 文 诉 说 思 念 的 长 恨 ， 楼 上 花 枝 取 笑 我 依 然 独 眠 。,generated:,"机 中 锦 字 论 长 恨 ， 楼 上 花 枝 笑 独 眠 。
"
797,modern2poem: 老 牛 和 骏 马 被 关 在 一 起 共 用 一 槽 ， 凤 凰 住 在 鸡 窝 里 像 鸡 一 样 饮 食 起 居 。,generated:,"牛 骥 同 一 皂 ， 鸡 栖 凤 凰 食 。
"
798,modern2poem: 就 在 河 水 那 一 方 。,generated:,"在 水 一 方 。
"
799,modern2poem: 风 和 日 丽 游 春 在 泗 水 之 滨 ，,generated:,"胜 日 寻 芳 泗 水 滨 ，
"
800,modern2poem: 进 入 黄 花 川 游 览 ， 每 每 都 去 追 逐 那 条 青 溪 。,generated:,"言 入 黄 花 川 ， 每 逐 清 溪 水 。
"
801,modern2poem: 淡 淡 月 光 泻 在 水 上 泄 在 树 上 ， 轻 悠 悠 的 波 光 涟 漪 荡 入 窗 户 。,generated:,"清 辉 澹 水 木 ， 演 漾 在 窗 户 。
"
802,modern2poem: 癫 病 患 者 夜 生 子 ， 急 取 灯 火 瞧 仔 细 。,generated:,"厉 夜 生 子 ， 遽 而 求 火 。
"
803,modern2poem: 俯 听 山 风 呼 啸 迅 猛 。,generated:,"俯 听 闻 惊 风 。
"
804,modern2poem: 有 时 空 闲 ， 步 过 信 陵 郡 ， 来 点 酒 饮 ， 脱 剑 横 在 膝 前 。,generated:,"闲 过 信 陵 饮 ， 脱 剑 膝 前 横 。
"
805,modern2poem: 波 涛 汹 涌 似 乎 把 岳 阳 城 撼 动 。,generated:,"波 撼 岳 阳 城 。
"
806,modern2poem: 向 东 望 无 心 鞭 马 任 由 马 前 进 回 京 城 。,generated:,"东 望 都 门 信 马 归 。
"
807,modern2poem: 贫 家 的 女 儿 不 识 绮 罗 的 芳 香 ， 想 托 个 良 媒 说 亲 更 感 到 悲 伤 。,generated:,"蓬 门 未 识 绮 罗 香 ， 拟 托 良 媒 益 自 伤 。
"
808,modern2poem: 淮 南 子 有 一 叶 落 而 知 岁 暮 之 句 ； 我 悟 到 洞 庭 波 兮 木 叶 下 的 诗 情 。,generated:,"淮 南 一 叶 下 ， 自 觉 洞 庭 波 。
"
809,modern2poem: 星 月 交 辉 掩 映 山 间 雾 朦 胧 。,generated:,"星 月 掩 映 云 曈 昽 。
"
810,modern2poem: 想 带 着 一 瓢 酒 去 看 你 ， 让 你 在 风 雨 夜 里 得 到 些 安 慰 。,generated:诗歌 想 带 酒 看 你 在 风 雨 夜 得 些 安 慰,"欲 持 一 瓢 酒 ， 远 慰 风 雨 夕 。
"
811,modern2poem: 一 队 整 齐 的 白 鹭 直 冲 向 蔚 蓝 的 天 空 。,generated:,"一 行 白 鹭 上 青 天 。
"
812,modern2poem: 白 雪 似 的 杨 花 飘 落 覆 盖 浮 萍 ， 青 鸟 飞 去 衔 起 地 上 的 红 丝 帕 。,generated:,"杨 花 雪 落 覆 白 苹 ， 青 鸟 飞 去 衔 红 巾 。
"
813,modern2poem: 有 人 在 屋 檐 下 烧 柴 火 做 饭 ， 助 长 了 炎 热 的 肆 虐 ， 这 时 屋 子 里 都 是 火 气 ；,generated:,"檐 阴 薪 爨 ， 助 长 炎 虐 ， 时 则 为 火 气 ；
"
814,modern2poem: 每 每 都 去 追 逐 那 条 青 溪 。,generated:,"每 逐 清 溪 水 。
"
815,modern2poem: 只 有 远 离 故 里 外 出 做 官 之 人 ， 特 别 敏 感 自 然 物 候 转 化 更 新 。,generated:,"独 有 宦 游 人 ， 偏 惊 物 候 新 。
"
816,modern2poem: 开 国 以 来 善 画 鞍 马 的 画 家 中 ，,generated:,"国 初 已 来 画 鞍 马 ，
"
817,modern2poem: 只 有 一 轮 明 月 静 静 与 我 相 伴 。,generated:,"明 月 来 相 照 。
"
818,modern2poem: 贾 女 隔 帘 窥 韩 寿 ， 是 爱 他 年 轻 貌 美 ， 魏 王 梦 见 甄 氏 留 枕 ， 赋 诗 比 作 宓 妃 。,generated:,"贾 氏 窥 帘 韩 掾 少 ， 宓 妃 留 枕 魏 王 才 。
"
819,modern2poem: 我 把 我 忧 愁 的 心 思 寄 托 给 明 月 ， 希 望 能 随 着 风 一 直 陪 着 你 到 夜 郎 以 西 。,generated:,"我 寄 愁 心 与 明 月 ， 随 风 直 到 夜 郎 西 。
"
820,modern2poem: 今 夜 又 是 一 个 什 么 吉 日 良 辰 ，,generated:,"今 夕 复 何 夕 ，
"
821,modern2poem: 布 质 的 被 子 盖 了 多 年 又 冷 又 硬 像 铁 板 似 的 ，,generated:,"布 衾 多 年 冷 似 铁 ，
"
822,modern2poem: 这 时 屋 子 里 都 是 火 气 ；,generated:,"时 则 为 火 气 ；
"
823,modern2poem: 山 上 的 树 重 重 遮 住 了 远 望 的 视 线 ， 江 流 曲 折 就 像 九 转 的 回 肠 。,generated:,"岭 树 重 遮 千 里 目 ， 江 流 曲 似 九 回 肠 。
"
824,modern2poem: 漂 泊 无 踪 如 断 根 的 秋 蓬 。,generated:,"辞 根 散 作 九 秋 蓬 。
"
825,modern2poem: 地 里 小 麦 盖 垄 熟 黄 。,generated:,"小 麦 覆 陇 黄 。
"
